Id,invoice_date,product,price_per_unit,units_sold,total_sales,operating_profit,operating_margin
8724,17/04/2021,Women's Street Footwear,40.00 ,120,"4,800 ","2,016 ",42%
8725,17/04/2021,Women's Athletic Footwear,27.00 ,91,"2,457 ","1,106 ",45%
8726,17/04/2021,Men's Apparel,34.00 ,56,"1,904 ",971 ,51%
8727,17/04/2021,Women's Apparel,39.00 ,123,"4,797 ","1,775 ",37%
8728,18/05/2021,Men's Street Footwear,32.00 ,176,"5,632 ","2,422 ",43%
8729,18/05/2021,Men's Athletic Footwear,40.00 ,128,"5,120 ","2,253 ",44%
8730,18/05/2021,Women's Street Footwear,37.00 ,136,"5,032 ","2,113 ",42%
8731,18/05/2021,Women's Athletic Footwear,33.00 ,101,"3,333 ","1,433 ",43%
8732,18/05/2021,Men's Apparel,32.00 ,77,"2,464 ","1,183 ",48%
8733,18/05/2021,Women's Apparel,46.00 ,178,"8,188 ","3,275 ",40%
8734,17/06/2021,Men's Street Footwear,47.00 ,256,"12,032 ","5,655 ",47%
8735,17/06/2021,Men's Athletic Footwear,55.00 ,224,"12,320 ","5,544 ",45%
8736,17/06/2021,Women's Street Footwear,55.00 ,210,"11,550 ","5,082 ",44%
8737,17/06/2021,Women's Athletic Footwear,59.00 ,184,"10,856 ","5,102 ",47%
8738,17/06/2021,Men's Apparel,70.00 ,153,"10,710 ","5,034 ",47%
8739,17/06/2021,Women's Apparel,80.00 ,248,"19,840 ","8,134 ",41%
8740,16/07/2021,Men's Street Footwear,62.00 ,306,"18,972 ","8,158 ",43%
8741,16/07/2021,Men's Athletic Footwear,67.00 ,248,"16,616 ","7,643 ",46%
8742,16/07/2021,Women's Street Footwear,69.00 ,210,"14,490 ","6,810 ",47%
8743,16/07/2021,Women's Athletic Footwear,62.00 ,198,"12,276 ","5,524 ",45%
8744,16/07/2021,Men's Apparel,73.00 ,221,"16,133 ","7,905 ",49%
8745,16/07/2021,Women's Apparel,81.00 ,208,"16,848 ","6,908 ",41%
8746,17/08/2021,Men's Street Footwear,73.00 ,255,"18,615 ","8,749 ",47%
8747,17/08/2021,Men's Athletic Footwear,57.00 ,256,"14,592 ","6,420 ",44%
8748,17/08/2021,Women's Street Footwear,50.00 ,217,"10,850 ","4,557 ",42%
8749,17/08/2021,Women's Athletic Footwear,55.00 ,143,"7,865 ","3,697 ",47%
8750,17/08/2021,Men's Apparel,47.00 ,152,"7,144 ","3,501 ",49%
8751,17/08/2021,Women's Apparel,46.00 ,102,"4,692 ","1,783 ",38%
8752,18/09/2021,Men's Street Footwear,33.00 ,175,"5,775 ","2,426 ",42%
8753,18/09/2021,Men's Athletic Footwear,40.00 ,175,"7,000 ","3,010 ",43%
8754,18/09/2021,Women's Street Footwear,30.00 ,96,"2,880 ","1,325 ",46%
8755,18/09/2021,Women's Athletic Footwear,34.00 ,80,"2,720 ","1,142 ",42%
8756,18/09/2021,Men's Apparel,41.00 ,83,"3,403 ","1,633 ",48%
8757,18/09/2021,Women's Apparel,30.00 ,90,"2,700 ","1,080 ",40%
8758,17/10/2021,Men's Street Footwear,25.00 ,124,"3,100 ","1,333 ",43%
8759,17/10/2021,Men's Athletic Footwear,34.00 ,184,"6,256 ","2,815 ",45%
8760,17/10/2021,Women's Street Footwear,33.00 ,128,"4,224 ","1,901 ",45%
8761,17/10/2021,Women's Athletic Footwear,31.00 ,120,"3,720 ","1,600 ",43%
8762,17/10/2021,Men's Apparel,39.00 ,112,"4,368 ","2,097 ",48%
8763,17/10/2021,Women's Apparel,44.00 ,140,"6,160 ","2,464 ",40%
8764,17/11/2021,Men's Street Footwear,28.00 ,219,"6,132 ","2,882 ",47%
8765,17/11/2021,Men's Athletic Footwear,35.00 ,224,"7,840 ","3,685 ",47%
8766,17/11/2021,Women's Street Footwear,30.00 ,158,"4,740 ","2,180 ",46%
8767,17/11/2021,Women's Athletic Footwear,40.00 ,155,"6,200 ","2,852 ",46%
8768,17/11/2021,Men's Apparel,53.00 ,147,"7,791 ","3,662 ",47%
8769,17/11/2021,Women's Apparel,64.00 ,180,"11,520 ","4,723 ",41%
8770,16/12/2021,Men's Street Footwear,46.00 ,272,"12,512 ","5,756 ",46%
8771,16/12/2021,Men's Athletic Footwear,52.00 ,248,"12,896 ","5,674 ",44%
8772,16/12/2021,Women's Street Footwear,53.00 ,192,"10,176 ","4,376 ",43%
8773,16/12/2021,Women's Athletic Footwear,53.00 ,192,"10,176 ","4,783 ",47%
8774,16/12/2021,Men's Apparel,55.00 ,168,"9,240 ","4,435 ",48%
8775,16/12/2021,Women's Apparel,59.00 ,194,"11,446 ","4,578 ",40%
8776,05/01/2021,Men's Street Footwear,14.00 ,223,"3,122 ","1,061 ",34%
8777,05/01/2021,Men's Athletic Footwear,20.00 ,209,"4,180 ","1,505 ",36%
8778,05/01/2021,Women's Street Footwear,21.00 ,162,"3,402 ","1,259 ",37%
8779,05/01/2021,Women's Athletic Footwear,26.00 ,166,"4,316 ","1,813 ",42%
8780,05/01/2021,Men's Apparel,28.00 ,111,"3,108 ",870 ,28%
8781,05/01/2021,Women's Apparel,23.00 ,147,"3,381 ","1,691 ",50%
8782,04/02/2021,Men's Street Footwear,18.00 ,200,"3,600 ","1,152 ",32%
8783,04/02/2021,Men's Athletic Footwear,28.00 ,180,"5,040 ","1,663 ",33%
8784,04/02/2021,Women's Street Footwear,28.00 ,128,"3,584 ","1,254 ",35%
8785,04/02/2021,Women's Athletic Footwear,27.00 ,116,"3,132 ","1,315 ",42%
8786,04/02/2021,Men's Apparel,31.00 ,88,"2,728 ",818 ,30%
8787,04/02/2021,Women's Apparel,26.00 ,135,"3,510 ","1,825 ",52%
8788,06/03/2021,Men's Street Footwear,21.00 ,200,"4,200 ","1,554 ",37%
8789,06/03/2021,Men's Athletic Footwear,27.00 ,188,"5,076 ","1,980 ",39%
8790,06/03/2021,Women's Street Footwear,20.00 ,135,"2,700 ","1,026 ",38%
8791,06/03/2021,Women's Athletic Footwear,26.00 ,112,"2,912 ","1,369 ",47%
8792,06/03/2021,Men's Apparel,32.00 ,88,"2,816 ",986 ,35%
8793,06/03/2021,Women's Apparel,25.00 ,124,"3,100 ","1,643 ",53%
8794,05/04/2021,Men's Street Footwear,15.00 ,215,"3,225 ","1,355 ",42%
8795,05/04/2021,Men's Athletic Footwear,21.00 ,215,"4,515 ","1,761 ",39%
8796,05/04/2021,Women's Street Footwear,19.00 ,162,"3,078 ","1,139 ",37%
8797,05/04/2021,Women's Athletic Footwear,20.00 ,116,"2,320 ","1,137 ",49%
8798,05/04/2021,Men's Apparel,27.00 ,91,"2,457 ",786 ,32%
8799,05/04/2021,Women's Apparel,23.00 ,176,"4,048 ","2,307 ",57%
8800,05/05/2021,Men's Street Footwear,14.00 ,210,"2,940 ","1,235 ",42%
8801,05/05/2021,Men's Athletic Footwear,22.00 ,247,"5,434 ","2,228 ",41%
8802,05/05/2021,Women's Street Footwear,18.00 ,184,"3,312 ","1,292 ",39%
8803,05/05/2021,Women's Athletic Footwear,24.00 ,155,"3,720 ","1,860 ",50%
8804,05/05/2021,Men's Apparel,34.00 ,120,"4,080 ","1,428 ",35%
8805,05/05/2021,Women's Apparel,33.00 ,240,"7,920 ","4,356 ",55%
8806,04/06/2021,Men's Street Footwear,31.00 ,233,"7,223 ","2,745 ",38%
8807,04/06/2021,Men's Athletic Footwear,35.00 ,263,"9,205 ","3,774 ",41%
8808,04/06/2021,Women's Street Footwear,34.00 ,186,"6,324 ","2,593 ",41%
8809,04/06/2021,Women's Athletic Footwear,33.00 ,187,"6,171 ","3,024 ",49%
8810,04/06/2021,Men's Apparel,43.00 ,158,"6,794 ","2,310 ",34%
8811,04/06/2021,Women's Apparel,39.00 ,248,"9,672 ","5,320 ",55%
8812,06/07/2021,Men's Street Footwear,35.00 ,264,"9,240 ","4,250 ",46%
8813,06/07/2021,Men's Athletic Footwear,40.00 ,271,"10,840 ","4,661 ",43%
8814,06/07/2021,Women's Street Footwear,34.00 ,278,"9,452 ","3,970 ",42%
8815,06/07/2021,Women's Athletic Footwear,38.00 ,158,"6,004 ","3,182 ",53%
8816,06/07/2021,Men's Apparel,43.00 ,173,"7,439 ","2,976 ",40%
8817,06/07/2021,Women's Apparel,51.00 ,264,"13,464 ","7,944 ",59%
8818,08/08/2021,Men's Street Footwear,38.00 ,233,"8,854 ","3,719 ",42%
8819,08/08/2021,Men's Athletic Footwear,37.00 ,255,"9,435 ","4,057 ",43%
8820,08/08/2021,Women's Street Footwear,39.00 ,305,"11,895 ","5,115 ",43%
8821,08/08/2021,Women's Athletic Footwear,33.00 ,162,"5,346 ","2,940 ",55%
8822,08/08/2021,Men's Apparel,39.00 ,166,"6,474 ","2,719 ",42%
8823,08/08/2021,Women's Apparel,44.00 ,239,"10,516 ","6,415 ",61%
8824,05/09/2021,Men's Street Footwear,41.00 ,230,"9,430 ","4,338 ",46%
8825,05/09/2021,Men's Athletic Footwear,38.00 ,219,"8,322 ","3,578 ",43%
8826,05/09/2021,Women's Street Footwear,43.00 ,203,"8,729 ","3,928 ",45%
8827,05/09/2021,Women's Athletic Footwear,40.00 ,136,"5,440 ","2,992 ",55%
8828,05/09/2021,Men's Apparel,42.00 ,140,"5,880 ","2,411 ",41%
8829,05/09/2021,Women's Apparel,36.00 ,200,"7,200 ","4,176 ",58%
8830,04/10/2021,Men's Street Footwear,30.00 ,201,"6,030 ","2,774 ",46%
8831,04/10/2021,Men's Athletic Footwear,27.00 ,190,"5,130 ","2,206 ",43%
8832,04/10/2021,Women's Street Footwear,31.00 ,179,"5,549 ","2,331 ",42%
8833,04/10/2021,Women's Athletic Footwear,35.00 ,116,"4,060 ","2,152 ",53%
8834,04/10/2021,Men's Apparel,25.00 ,123,"3,075 ","1,199 ",39%
8835,04/10/2021,Women's Apparel,34.00 ,179,"6,086 ","3,591 ",59%
8836,05/11/2021,Men's Street Footwear,27.00 ,203,"5,481 ","2,521 ",46%
8837,05/11/2021,Men's Athletic Footwear,28.00 ,223,"6,244 ","2,685 ",43%
8838,05/11/2021,Women's Street Footwear,42.00 ,210,"8,820 ","3,704 ",42%
8839,05/11/2021,Women's Athletic Footwear,43.00 ,158,"6,794 ","3,533 ",52%
8840,05/11/2021,Men's Apparel,41.00 ,149,"6,109 ","2,321 ",38%
8841,05/11/2021,Women's Apparel,51.00 ,194,"9,894 ","5,837 ",59%
8842,04/12/2021,Men's Street Footwear,40.00 ,240,"9,600 ","4,320 ",45%
8843,04/12/2021,Men's Athletic Footwear,41.00 ,240,"9,840 ","4,526 ",46%
8844,04/12/2021,Women's Street Footwear,47.00 ,223,"10,481 ","4,612 ",44%
8845,04/12/2021,Women's Athletic Footwear,44.00 ,184,"8,096 ","4,210 ",52%
8846,04/12/2021,Men's Apparel,43.00 ,147,"6,321 ","2,592 ",41%
8847,04/12/2021,Women's Apparel,47.00 ,232,"10,904 ","6,651 ",61%
8848,23/01/2021,Men's Street Footwear,23.00 ,136,"3,128 ","1,251 ",40%
8849,23/01/2021,Men's Athletic Footwear,30.00 ,140,"4,200 ","1,806 ",43%
8850,23/01/2021,Women's Street Footwear,31.00 ,145,"4,495 ","1,753 ",39%
8851,23/01/2021,Women's Athletic Footwear,30.00 ,88,"2,640 ",977 ,37%
8852,23/01/2021,Men's Apparel,35.00 ,68,"2,380 ",809 ,34%
8853,23/01/2021,Women's Apparel,27.00 ,140,"3,780 ","1,021 ",27%
8854,23/02/2021,Men's Street Footwear,21.00 ,162,"3,402 ","1,259 ",37%
8855,23/02/2021,Men's Athletic Footwear,28.00 ,128,"3,584 ","1,541 ",43%
8856,23/02/2021,Women's Street Footwear,28.00 ,124,"3,472 ","1,458 ",42%
8857,23/02/2021,Women's Athletic Footwear,26.00 ,68,"1,768 ",743 ,42%
8858,23/02/2021,Men's Apparel,36.00 ,51,"1,836 ",679 ,37%
8859,23/02/2021,Women's Apparel,31.00 ,116,"3,596 ",971 ,27%
8860,22/03/2021,Men's Street Footwear,29.00 ,160,"4,640 ","1,856 ",40%
8861,22/03/2021,Men's Athletic Footwear,38.00 ,116,"4,408 ","1,940 ",44%
8862,22/03/2021,Women's Street Footwear,37.00 ,119,"4,403 ","1,805 ",41%
8863,22/03/2021,Women's Athletic Footwear,38.00 ,68,"2,584 ",956 ,37%
8864,22/03/2021,Men's Apparel,41.00 ,39,"1,599 ",512 ,32%
8865,22/03/2021,Women's Apparel,37.00 ,107,"3,959 ","1,069 ",27%
8866,23/04/2021,Men's Street Footwear,40.00 ,175,"7,000 ","2,660 ",38%
8867,23/04/2021,Men's Athletic Footwear,37.00 ,90,"3,330 ","1,465 ",44%
8868,23/04/2021,Women's Street Footwear,42.00 ,123,"5,166 ","1,911 ",37%
8869,23/04/2021,Women's Athletic Footwear,40.00 ,78,"3,120 ","1,248 ",40%
8870,23/04/2021,Men's Apparel,43.00 ,47,"2,021 ",687 ,34%
8871,23/04/2021,Women's Apparel,49.00 ,111,"5,439 ","1,632 ",30%
8872,24/05/2021,Men's Street Footwear,38.00 ,184,"6,992 ","2,657 ",38%
8873,24/05/2021,Men's Athletic Footwear,36.00 ,116,"4,176 ","1,754 ",42%
8874,24/05/2021,Women's Street Footwear,41.00 ,132,"5,412 ","2,057 ",38%
8875,24/05/2021,Women's Athletic Footwear,39.00 ,93,"3,627 ","1,342 ",37%
8876,24/05/2021,Men's Apparel,39.00 ,62,"2,418 ",798 ,33%
8877,24/05/2021,Women's Apparel,53.00 ,124,"6,572 ","1,906 ",29%
8878,23/06/2021,Men's Street Footwear,37.00 ,194,"7,178 ","2,799 ",39%
8879,23/06/2021,Men's Athletic Footwear,36.00 ,143,"5,148 ","2,162 ",42%
8880,23/06/2021,Women's Street Footwear,41.00 ,147,"6,027 ","2,290 ",38%
8881,23/06/2021,Women's Athletic Footwear,38.00 ,105,"3,990 ","1,596 ",40%
8882,23/06/2021,Men's Apparel,43.00 ,72,"3,096 ","1,053 ",34%
8883,23/06/2021,Women's Apparel,46.00 ,158,"7,268 ","2,253 ",31%
8884,22/07/2021,Men's Street Footwear,40.00 ,216,"8,640 ","3,197 ",37%
8885,22/07/2021,Men's Athletic Footwear,40.00 ,163,"6,520 ","2,999 ",46%
8886,22/07/2021,Women's Street Footwear,39.00 ,157,"6,123 ","2,388 ",39%
8887,22/07/2021,Women's Athletic Footwear,36.00 ,113,"4,068 ","1,546 ",38%
8888,22/07/2021,Men's Apparel,40.00 ,145,"5,800 ","2,146 ",37%
8889,22/07/2021,Women's Apparel,46.00 ,145,"6,670 ","2,001 ",30%
8890,23/08/2021,Men's Street Footwear,41.00 ,194,"7,954 ","3,182 ",40%
8891,23/08/2021,Men's Athletic Footwear,46.00 ,190,"8,740 ","3,671 ",42%
8892,23/08/2021,Women's Street Footwear,37.00 ,153,"5,661 ","2,321 ",41%
8893,23/08/2021,Women's Athletic Footwear,43.00 ,120,"5,160 ","2,167 ",42%
8894,23/08/2021,Men's Apparel,45.00 ,136,"6,120 ","2,264 ",37%
8895,23/08/2021,Women's Apparel,48.00 ,131,"6,288 ","1,761 ",28%
8896,24/09/2021,Men's Street Footwear,35.00 ,184,"6,440 ","2,705 ",42%
8897,24/09/2021,Men's Athletic Footwear,34.00 ,201,"6,834 ","3,212 ",47%
8898,24/09/2021,Women's Street Footwear,34.00 ,145,"4,930 ","1,824 ",37%
8899,24/09/2021,Women's Athletic Footwear,33.00 ,124,"4,092 ","1,514 ",37%
8900,24/09/2021,Men's Apparel,41.00 ,128,"5,248 ","1,732 ",33%
8901,24/09/2021,Women's Apparel,43.00 ,132,"5,676 ","1,816 ",32%
8902,23/10/2021,Men's Street Footwear,36.00 ,170,"6,120 ","2,570 ",42%
8903,23/10/2021,Men's Athletic Footwear,33.00 ,175,"5,775 ","2,426 ",42%
8904,23/10/2021,Women's Street Footwear,31.00 ,111,"3,441 ","1,273 ",37%
8905,23/10/2021,Women's Athletic Footwear,32.00 ,102,"3,264 ","1,273 ",39%
8906,23/10/2021,Men's Apparel,44.00 ,88,"3,872 ","1,433 ",37%
8907,23/10/2021,Women's Apparel,47.00 ,107,"5,029 ","1,458 ",29%
8908,23/11/2021,Men's Street Footwear,31.00 ,150,"4,650 ","1,767 ",38%
8909,23/11/2021,Men's Athletic Footwear,38.00 ,163,"6,194 ","2,911 ",47%
8910,23/11/2021,Women's Street Footwear,33.00 ,124,"4,092 ","1,596 ",39%
8911,23/11/2021,Women's Athletic Footwear,33.00 ,116,"3,828 ","1,608 ",42%
8912,23/11/2021,Men's Apparel,44.00 ,99,"4,356 ","1,568 ",36%
8913,23/11/2021,Women's Apparel,39.00 ,140,"5,460 ","1,529 ",28%
8914,22/12/2021,Men's Street Footwear,35.00 ,194,"6,790 ","2,716 ",40%
8915,22/12/2021,Men's Athletic Footwear,33.00 ,213,"7,029 ","3,233 ",46%
8916,22/12/2021,Women's Street Footwear,35.00 ,136,"4,760 ","1,952 ",41%
8917,22/12/2021,Women's Athletic Footwear,32.00 ,128,"4,096 ","1,679 ",41%
8918,22/12/2021,Men's Apparel,42.00 ,109,"4,578 ","1,557 ",34%
8919,22/12/2021,Women's Apparel,43.00 ,135,"5,805 ","1,625 ",28%
8920,26/01/2021,Men's Street Footwear,27.00 ,152,"4,104 ","1,683 ",41%
8921,26/01/2021,Men's Athletic Footwear,30.00 ,147,"4,410 ","2,073 ",47%
8922,26/01/2021,Women's Street Footwear,32.00 ,157,"5,024 ","1,959 ",39%
8923,26/01/2021,Women's Athletic Footwear,30.00 ,101,"3,030 ","1,151 ",38%
8924,26/01/2021,Men's Apparel,33.00 ,94,"3,102 ","1,148 ",37%
8925,26/01/2021,Women's Apparel,36.00 ,166,"5,976 ","1,614 ",27%
8926,26/02/2021,Men's Street Footwear,27.00 ,173,"4,671 ","1,868 ",40%
8927,26/02/2021,Men's Athletic Footwear,36.00 ,136,"4,896 ","2,301 ",47%
8928,26/02/2021,Women's Street Footwear,35.00 ,132,"4,620 ","1,848 ",40%
8929,26/02/2021,Women's Athletic Footwear,29.00 ,91,"2,639 ",976 ,37%
8930,26/02/2021,Men's Apparel,34.00 ,62,"2,108 ",675 ,32%
8931,26/02/2021,Women's Apparel,35.00 ,140,"4,900 ","1,372 ",28%
8932,25/03/2021,Men's Street Footwear,30.00 ,187,"5,610 ","2,300 ",41%
8933,25/03/2021,Men's Athletic Footwear,36.00 ,136,"4,896 ","2,203 ",45%
8934,25/03/2021,Women's Street Footwear,44.00 ,124,"5,456 ","2,073 ",38%
8935,25/03/2021,Women's Athletic Footwear,37.00 ,88,"3,256 ","1,270 ",39%
8936,25/03/2021,Men's Apparel,41.00 ,53,"2,173 ",695 ,32%
8937,25/03/2021,Women's Apparel,44.00 ,131,"5,764 ","1,787 ",31%
8938,26/04/2021,Men's Street Footwear,41.00 ,165,"6,765 ","2,841 ",42%
8939,26/04/2021,Men's Athletic Footwear,43.00 ,109,"4,687 ","2,156 ",46%
8940,26/04/2021,Women's Street Footwear,44.00 ,140,"6,160 ","2,587 ",42%
8941,26/04/2021,Women's Athletic Footwear,37.00 ,96,"3,552 ","1,385 ",39%
8942,26/04/2021,Men's Apparel,46.00 ,60,"2,760 ",966 ,35%
8943,26/04/2021,Women's Apparel,56.00 ,116,"6,496 ","1,819 ",28%
8944,27/05/2021,Men's Street Footwear,43.00 ,184,"7,912 ","3,244 ",41%
8945,27/05/2021,Men's Athletic Footwear,46.00 ,136,"6,256 ","2,628 ",42%
8946,27/05/2021,Women's Street Footwear,46.00 ,135,"6,210 ","2,546 ",41%
8947,27/05/2021,Women's Athletic Footwear,43.00 ,109,"4,687 ","1,922 ",41%
8948,27/05/2021,Men's Apparel,45.00 ,78,"3,510 ","1,229 ",35%
8949,27/05/2021,Women's Apparel,56.00 ,132,"7,392 ","2,144 ",29%
8950,26/06/2021,Men's Street Footwear,37.00 ,224,"8,288 ","3,232 ",39%
8951,26/06/2021,Men's Athletic Footwear,47.00 ,187,"8,789 ","3,779 ",43%
8952,26/06/2021,Women's Street Footwear,41.00 ,193,"7,913 ","3,165 ",40%
8953,26/06/2021,Women's Athletic Footwear,37.00 ,128,"4,736 ","1,894 ",40%
8954,26/06/2021,Men's Apparel,44.00 ,93,"4,092 ","1,432 ",35%
8955,26/06/2021,Women's Apparel,50.00 ,192,"9,600 ","2,688 ",28%
8956,25/07/2021,Men's Street Footwear,41.00 ,248,"10,168 ","3,966 ",39%
8957,25/07/2021,Men's Athletic Footwear,45.00 ,210,"9,450 ","4,064 ",43%
8958,25/07/2021,Women's Street Footwear,39.00 ,171,"6,669 ","2,468 ",37%
8959,25/07/2021,Women's Athletic Footwear,39.00 ,149,"5,811 ","2,441 ",42%
8960,25/07/2021,Men's Apparel,40.00 ,160,"6,400 ","2,048 ",32%
8961,25/07/2021,Women's Apparel,49.00 ,160,"7,840 ","2,509 ",32%
8962,26/08/2021,Men's Street Footwear,40.00 ,224,"8,960 ","3,315 ",37%
8963,26/08/2021,Men's Athletic Footwear,44.00 ,208,"9,152 ","4,027 ",44%
8964,26/08/2021,Women's Street Footwear,46.00 ,163,"7,498 ","2,999 ",40%
8965,26/08/2021,Women's Athletic Footwear,46.00 ,152,"6,992 ","2,587 ",37%
8966,26/08/2021,Men's Apparel,48.00 ,162,"7,776 ","2,644 ",34%
8967,26/08/2021,Women's Apparel,50.00 ,153,"7,650 ","2,448 ",32%
8968,27/09/2021,Men's Street Footwear,37.00 ,206,"7,622 ","3,201 ",42%
8969,27/09/2021,Men's Athletic Footwear,39.00 ,188,"7,332 ","3,373 ",46%
8970,27/09/2021,Women's Street Footwear,39.00 ,147,"5,733 ","2,408 ",42%
8971,27/09/2021,Women's Athletic Footwear,37.00 ,145,"5,365 ","2,200 ",41%
8972,27/09/2021,Men's Apparel,40.00 ,145,"5,800 ","2,030 ",35%
8973,27/09/2021,Women's Apparel,48.00 ,157,"7,536 ","2,261 ",30%
8974,26/10/2021,Men's Street Footwear,35.00 ,171,"5,985 ","2,214 ",37%
8975,26/10/2021,Men's Athletic Footwear,38.00 ,182,"6,916 ","2,974 ",43%
8976,26/10/2021,Women's Street Footwear,34.00 ,120,"4,080 ","1,632 ",40%
8977,26/10/2021,Women's Athletic Footwear,35.00 ,112,"3,920 ","1,646 ",42%
8978,26/10/2021,Men's Apparel,41.00 ,114,"4,674 ","1,542 ",33%
8979,26/10/2021,Women's Apparel,57.00 ,131,"7,467 ","2,315 ",31%
8980,26/11/2021,Men's Street Footwear,47.00 ,176,"8,272 ","3,392 ",41%
8981,26/11/2021,Men's Athletic Footwear,44.00 ,180,"7,920 ","3,406 ",43%
8982,26/11/2021,Women's Street Footwear,46.00 ,149,"6,854 ","2,536 ",37%
8983,26/11/2021,Women's Athletic Footwear,40.00 ,136,"5,440 ","2,230 ",41%
8984,26/11/2021,Men's Apparel,54.00 ,131,"7,074 ","2,617 ",37%
8985,26/11/2021,Women's Apparel,56.00 ,170,"9,520 ","2,856 ",30%
8986,25/12/2021,Men's Street Footwear,44.00 ,238,"10,472 ","4,398 ",42%
8987,25/12/2021,Men's Athletic Footwear,47.00 ,217,"10,199 ","4,794 ",47%
8988,25/12/2021,Women's Street Footwear,44.00 ,150,"6,600 ","2,706 ",41%
8989,25/12/2021,Women's Athletic Footwear,45.00 ,160,"7,200 ","2,880 ",40%
8990,25/12/2021,Men's Apparel,55.00 ,128,"7,040 ","2,323 ",33%
8991,25/12/2021,Women's Apparel,56.00 ,173,"9,688 ","2,616 ",27%
8992,13/01/2021,Men's Street Footwear,24.00 ,149,"3,576 ","1,645 ",46%
8993,13/01/2021,Men's Athletic Footwear,27.00 ,140,"3,780 ","1,777 ",47%
8994,13/01/2021,Women's Street Footwear,32.00 ,140,"4,480 ","1,882 ",42%
8995,13/01/2021,Women's Athletic Footwear,28.00 ,99,"2,772 ","1,164 ",42%
8996,13/01/2021,Men's Apparel,35.00 ,75,"2,625 ","1,050 ",40%
8997,13/01/2021,Women's Apparel,28.00 ,140,"3,920 ","1,254 ",32%
8998,13/02/2021,Men's Street Footwear,23.00 ,150,"3,450 ","1,484 ",43%
8999,13/02/2021,Men's Athletic Footwear,27.00 ,124,"3,348 ","1,540 ",46%
9000,13/02/2021,Women's Street Footwear,28.00 ,120,"3,360 ","1,378 ",41%
9001,13/02/2021,Women's Athletic Footwear,30.00 ,80,"2,400 ","1,056 ",44%
9002,13/02/2021,Men's Apparel,34.00 ,60,"2,040 ",796 ,39%
9003,13/02/2021,Women's Apparel,28.00 ,131,"3,668 ","1,064 ",29%
9004,12/03/2021,Men's Street Footwear,30.00 ,163,"4,890 ","2,103 ",43%
9005,12/03/2021,Men's Athletic Footwear,37.00 ,113,"4,181 ","1,840 ",44%
9006,12/03/2021,Women's Street Footwear,39.00 ,124,"4,836 ","1,838 ",38%
9007,12/03/2021,Women's Athletic Footwear,38.00 ,78,"2,964 ","1,334 ",45%
9008,12/03/2021,Men's Apparel,41.00 ,45,"1,845 ",756 ,41%
9009,12/03/2021,Women's Apparel,40.00 ,112,"4,480 ","1,299 ",29%
9010,13/04/2021,Men's Street Footwear,37.00 ,179,"6,623 ","2,848 ",43%
9011,13/04/2021,Men's Athletic Footwear,40.00 ,111,"4,440 ","1,865 ",42%
9012,13/04/2021,Women's Street Footwear,36.00 ,113,"4,068 ","1,505 ",37%
9013,13/04/2021,Women's Athletic Footwear,40.00 ,96,"3,840 ","1,728 ",45%
9014,13/04/2021,Men's Apparel,38.00 ,56,"2,128 ",894 ,42%
9015,13/04/2021,Women's Apparel,56.00 ,112,"6,272 ","1,756 ",28%
9016,14/05/2021,Men's Street Footwear,37.00 ,187,"6,919 ","3,183 ",46%
9017,14/05/2021,Men's Athletic Footwear,36.00 ,136,"4,896 ","2,203 ",45%
9018,14/05/2021,Women's Street Footwear,40.00 ,145,"5,800 ","2,262 ",39%
9019,14/05/2021,Women's Athletic Footwear,34.00 ,114,"3,876 ","1,667 ",43%
9020,14/05/2021,Men's Apparel,39.00 ,74,"2,886 ","1,212 ",42%
9021,14/05/2021,Women's Apparel,53.00 ,124,"6,572 ","2,037 ",31%
9022,13/06/2021,Men's Street Footwear,35.00 ,203,"7,105 ","3,055 ",43%
9023,13/06/2021,Men's Athletic Footwear,41.00 ,163,"6,683 ","2,941 ",44%
9024,13/06/2021,Women's Street Footwear,39.00 ,158,"6,162 ","2,342 ",38%
9025,13/06/2021,Women's Athletic Footwear,33.00 ,132,"4,356 ","1,873 ",43%
9026,13/06/2021,Men's Apparel,42.00 ,94,"3,948 ","1,540 ",39%
9027,13/06/2021,Women's Apparel,53.00 ,190,"10,070 ","3,222 ",32%
9028,12/07/2021,Men's Street Footwear,37.00 ,218,"8,066 ","3,710 ",46%
9029,12/07/2021,Men's Athletic Footwear,37.00 ,173,"6,401 ","2,944 ",46%
9030,12/07/2021,Women's Street Footwear,41.00 ,184,"7,544 ","3,093 ",41%
9031,12/07/2021,Women's Athletic Footwear,39.00 ,128,"4,992 ","2,246 ",45%
9032,12/07/2021,Men's Apparel,39.00 ,162,"6,318 ","2,401 ",38%
9033,12/07/2021,Women's Apparel,51.00 ,157,"8,007 ","2,322 ",29%
9034,13/08/2021,Men's Street Footwear,39.00 ,209,"8,151 ","3,749 ",46%
9035,13/08/2021,Men's Athletic Footwear,44.00 ,200,"8,800 ","3,696 ",42%
9036,13/08/2021,Women's Street Footwear,42.00 ,150,"6,300 ","2,646 ",42%
9037,13/08/2021,Women's Athletic Footwear,42.00 ,149,"6,258 ","2,816 ",45%
9038,13/08/2021,Men's Apparel,51.00 ,140,"7,140 ","2,785 ",39%
9039,13/08/2021,Women's Apparel,50.00 ,128,"6,400 ","1,856 ",29%
9040,14/09/2021,Men's Street Footwear,31.00 ,204,"6,324 ","2,909 ",46%
9041,14/09/2021,Men's Athletic Footwear,38.00 ,198,"7,524 ","3,311 ",44%
